133,BALDER [ASGARDIAN]
134,SIF
135,"JARVIS, EDWIN "
136,ODIN [ASGARDIAN]
137,HILDEGARDE [ASGARDIA
138,HOGUN [ASGARDIAN]
139,KARNILLA [ASGARDIAN]
140,HEIMDALL [ASGARDIAN]
141,TANA NILE
142,"GRANT, SILAS"
143,GREY GARGOYLE/PAUL P
144,"ZARRKO, ARTHUR"
145,DEMONSTAFF
146,THOR IV/DARGO
147,LOKI [ASGARDIAN]
148,TYRUS
149,"STEELE, MARCY MASTER"
150,SERVITOR
151,"PARETSKY, DR. GARY"
152,"STEELE, BOBBY"
153,"SAPRISTI, JERRY"
154,EXECUTIONER II/SKURG
155,UROC
156,COBRA/KLAUS VORHEES
157,BETA RAY BILL
158,"MASTERSON, KEVIN"
159,"AUSTIN, SUSAN"
160,THUNDERSTRIKE/ERIC K
161,SHATTERFIST/
162,CAPTAIN MARVEL/CAPTA
163,"JAMESON, J. JONAH"
164,MINERVA [KREE]
165,DRAGONFLY/VERONICA D
166,OVERMIND/GROM
167,"BALLANTINE, KAYLA"
168,BI-BEAST II
169,RED GUARDIAN III/DR.
170,EGO-PRIME
171,"TANAKA, KENJIRO"
172,MAKKARI/MIKE KHARY/I
173,DR. SPECTRUM/JOSEPH 
174,STRANGER
175,JAKAR
176,POWER PRINCESS/ZARDA
177,ARCANNA/ARCANNA JONE
178,SHANGA
179,CHARM
180,TRUTH
181,BEAUTY
182,LADY LARK/LINDA LEWI
183,WHIZZER II/STANLEY S
184,SHAPE
185,HAYWIRE/
186,STARDUST/T'URIN G'AR
187,SERGEI
188,HYPERION
189,EON
190,DIAMONDHEAD/DYKER
191,TEN FOR
192,"FURY, COL. NICHOLAS "
193,"FERRARI, CONNIE"
194,"SHERIDAN, RICHARD RI"
195,"CONOVER, ALYSSA"
196,8-BALL/
197,SLEEPWALKER
198,RAMBO
199,"BAYLOR, FRANK"
200,"MCMURRAY, YVONNE"
201,"EPSTEIN, MORRIS"
202,"EPSTEIN, MRS."
203,COBWEB
204,UPLINK/HECTOR FUENTE
205,WEAK LINK/ERNIE MILL
206,MISSING LINK II/RAY 
207,"COOPER, WHITNEY III"
208,MASTER LINK/WILLIS H
209,ROGUE /
210,A
211,MR. X
212,BLOK
213,T
214,SABRETOOTH/VICTOR CR
215,BARAK
216,RA'AL
217,MEGGAN
218,"WISDOM, PETER"
219,WOLFSBANE/RAHNE SINC
220,SPIRAL
221,XIANDU
222,A'YIN
223,"MACTAGGERT, MOIRA KI"
224,"RASPUTIN, NIKOLAI"
225,MAGIK/ILLYANA RASPUT
226,"CRAIG, REV."
227,"RASPUTINA, ALEXANDRA"
228,CYPHER/DOUG RAMSEY
229,"SZARDOS, MARGALI"
230,DAYTRIPPER/AMANDA SE
231,KINGPIN/WILSON FISK
232,GLADIATOR/MELVIN POT
233,COPPERHEAD IV/
234,OWL/LELAND OWLSLEY
235,STILT-MAN/WILBUR DAY
236,"ABBOTT, JACK"
237,"FITZGERALD, KENNY"
238,GATEWAY
239,HUNTER IN DARKNESS
240,MOJO
241,MYSTIQUE/RAVEN DARKH
242,ABCISSA
243,ALBERT
244,PLASMA WRAITH
245,ELSIE DEE
246,JUBILEE/JUBILATION L
247,GAMBIT/REMY LEBEAU 
248,BOOMER/TABITHA SMITH
249,BEDLAM/JESSE AARONSO
250,TRAVELER
251,THUNDERBIRD II/JAMES
252,CANNONBALL II/SAM GU
253,DOMINO III/BEATRICE/
254,ABEL
255,CHARLIE
256,"TSUNG, MARCUS"
257,BAKER
258,"WISDOM, ROMANY"
259,ABOMINATION/EMIL BLO
260,"DORNOVA-BLONSKY, NAD"
261,"LIPSCOMB, DR. ANGELA"
262,"TALBOT, GLENN"
263,SILVER SURFER/NORRIN
264,"WILSON, JIM"
265,RHINO
266,LEADER/SAM STERNS
267,"ARMBRUSTER, COLONEL "
268,"QUARTERMAIN, CLAY"
269,LOCUST
270,QNAX
271,DARK CRAWLER
272,BEREET
273,TORGO
274,MODOK/GEORGE TARLETO
275,VECTOR
276,IRONCLAD
277,"RICHARDS, FRANKLIN B"
278,VAPOR
279,"REAGAN, RONALD"
280,FIREBIRD/BONITA JUAR
281,X-RAY
282,TYRANNUS
283,ELECTRO/MAX DILLON
284,ABSORBING MAN/CARL C
285,MS. MARVEL II/SHARON
286,BEYONDER
287,PHOENIX III/RACHEL S
288,MOLECULE MAN/OWEN RE
289,MEPHISTO
290,BARON MORDO/KARL MOR
291,SUNSPOT/ROBERTO DACO
292,JUGGERNAUT/CAIN MARK
293,WRECKER III/DIRK GAR
294,ETERNITY/ADAM QADMON
295,VOLCANA/MARSHA ROSEN
296,VULTURE/ADRIAN TOOME
297,WARLOCK III
298,KARMA/XI'AN COY MANH
299,TITANIA II/MARY SKEE
300,"LEEDS, NED"
301,WIZARD/BENTLEY WITTM
302,DR. OCTOPUS/OTTO OCT
303,"KENT, CLARK"
304,MAGNETO/MAGNUS/ERIC 
305,MAGMA/AMARA AQUILLA/
306,WHITE QUEEN/EMMA FRO
307,KRAVEN THE HUNTER/SE
308,DIABLO/ESTEBAN DE AB
309,CITIZEN V II/HELMUT 
310,DEATH
311,VANISHER
312,FRENCHIE/JEAN-PAUL D
313,LLYRA/LLYRA MORRIS
314,GHAUR [DEVIANT]
315,SET
316,"CUSHING, KATE"
317,"MERCADO, JOY"
318,"WATSON-PARKER, MARY "
319,"PARKER, MAY"
320,MAD DOG/COLONEL BUZZ
321,VIPER II
322,"BANNON, LANCE"
323,"CHALMERS, CYNTHIA"
324,PSYLOCKE/ELISABETH B
325,"CHALMERS, JUDGE ROBE"
326,MADMAN/PHIL STERNS
327,REDEEMER/CRAIG SAUND
328,ROCK/SAMUEL JOHN ROC
329,OGRESS/
330,HOTSHOT/LOUIS
331,JAILBAIT/JESS
332,"JONES, MARLO CHANDLE"
333,ATALANTA
334,PARIS
335,HECTOR II
336,ACHILLES II/HELMUT
337,ULYSSES II
338,AJAX
339,WONG
340,SANDY
341,"RAHN, TAMARA"
342,ANDROMEDA/ANDROMEDA 
343,"ALEXANDER, CARRIE"
344,"MORGAN, DR. VIVIAN"
345,"MAXWELL, DR. WILFRED"
346,TIGER SHARK/TODD ARL
347,"LANGSTROM, LIEUTENAN"
348,ANGEL III/HALLOWAY
349,PO
350,LIBRITO
351,CYBERSLIK
352,MOK
353,SLEEK
354,CHAR
355,SHULK
356,PREECHA
357,KASPIN
358,BETTY-6
359,QUARRY
360,"JONES, JANIS"
361,ROUST
362,WATTS
363,MO
364,JOUST
365,FLO
366,X-MAN/NATHAN GREY 
367,BUX
368,MARITA
369,JACKKNIFE/JACK COLE
370,JAM/JASMINE ARCHER
371,MERCY
372,"ST. LAWRENCE, COL. C"
373,MAGGOTT/JAPHETH
374,MEANY
375,EENY
376,"ARMSTRONG, MYRA"
377,CALLISTO
378,"REYES, DR. CECELIA"
379,MARROW/SARAH 
380,"SPAR, DR. KATHERINE "
381,"DEANGELO, DEVLIN"
382,MOON KNIGHT | MUTANT
383,DRAX | MUTANT X-VERS
384,VOLSTAGG | MUTANT X-
385,WOLVERINE | MUTANT X
386,DR. STRANGE | MUTANT
387,FIN FANG FOOM | MUTA
388,DAREDEVIL | MUTANT X
389,MAN-SPIDER | MUTANT 
390,POLARIS | MUTANT X-V
391,ICE-MAN | MUTANT X-V
392,NAMORITA | MUTANT X-
393,RAVEN | MUTANT X-VER
394,HOGUN | MUTANT X-VER
395,DEVIL DINOSAUR | MUT
396,"SUMMERS, SCOTT III |"
397,VALKYRIE II | MUTANT
398,SUB-MARINER | MUTANT
399,DRACULA | MUTANT X-V
400,BROTHER VOODOO | MUT
401,HULK | MUTANT X-VERS
402,THOR | MUTANT X-VERS
403,IRON FIST | MUTANT X
404,ABSORBING MAN | MUTA
405,STINGRAY | MUTANT X-
406,ABOMINATION | MUTANT
407,ROGUE | MUTANT X-VER
408,BLACK PANTHER | MUTA
409,CAPTAIN AMERICA | MU
410,BLOODSTORM | MUTANT 
411,"RICHARDS, REED | MUT"
412,GAMBIT | MUTANT X-VE
413,POWER MAN II | MUTAN
414,DR. OCTOPUS | MUTANT
415,BRUTE | MUTANT X-VER
416,STRONG GUY | MUTANT 
417,NIGHTCRAWLER | MUTAN
418,BEYONDER | MUTANT X-
419,YELLOWJACKET II | MU
420,GARGOYLE | MUTANT X-
421,BETA RAY BILL | MUTA
422,NOVA | MUTANT X-VERS
423,QUICKSILVER | MUTANT
424,MAGNETO | MUTANT X-V
425,"YASHIDA, MARIKO | MU"
426,DR. DOOM | MUTANT X-
427,FANDRAL | MUTANT X-V
428,ELEKTRA | MUTANT X-V
429,"GREY, JEAN | MUTANT "
430,"MASON, LOUISE"
431,"MASON, WANDA"
432,ABOMINATRIX
433,CAPTAIN RECTITUDE
434,UATU
435,ABRAXAS
436,NAMORITA/NITA PRENTI
437,NOVA III/FRANKIE RAY
438,MARVEL GIRL II/VALER
439,GROK
440,SABRE
441,MINT JULEP
442,RATTACK
443,HIGH OVERLORD
444,VOLCANA ASH
445,"EVE 3,031"
446,"ADAM 3,031"
447,ATALON
448,SKAR
449,MELONIE
450,FOROPULIST
451,SACRIFICER
452,DEVOURER
453,ABSALOM
454,BURKE
455,NICODEMUS II
456,"MARCEAUX, BELIZE"
457,OZYMANDIAS
458,"LEBEAU, JEAN-LUC"
459,GIDEON
460,SAUL
461,CANDRA
462,COURIER/JACOB GAVIN
463,MR. SINISTER/NATHAN 
464,"LEBEAU, JACQUE"
465,FONTANELLE/GLORIA DA
466,STRYFE
467,WEAPON X II/GARRISON
468,RICTOR/JULIO ESTEBAN
469,FOREARM
470,COPYCAT/VANESSA
471,SAURON/DR. KARL LYKO
472,FERAL/MARIA CALLASAN
473,"CLARKE, GENERAL JERE"
474,DEADPOOL/JACK/WADE W
475,SHATTERSTAR II/GAVEE
476,SUMO
477,TOLLIVER
478,WILDSIDE
479,"SUMMERS, NATHAN CHRI"
480,MASQUE
481,CALIBAN/
482,SIRYN/THERESA ROURKE
483,CRULE
484,BLAQUESMITH
485,"JONES, CHARLOTTE"
486,MASTER MOLD II
487,SELENE
488,"NELSON, FRANKLIN FOG"
489,FIXER/SWEENEY
490,"MURDOCK, BATTLING JA"
491,SLADE
492,"PAGE, KAREN"
493,"KINCAID, DR. JANE FO"
494,"HOBBS, HARRIS"
495,TYR
496,DESTROYER III
497,GLOB/DR. SUMNER BECK
498,VIZIER
499,"WEIN, GLYNIS"
500,"WEIN, LEN"
501,"ENGLEHART, STEVE"
502,"CONWAY, GERRY"
503,KAMO THARNN
504,"SOMMERS, APRIL"
505,LANN
506,PRINCE REY
507,BINARY/CAROL DANVERS
508,"MAXIMOFF, DJANGO"
509,"GYRICH, HENRY PETER"
510,BEEFER
511,MARX
512,"BLAIRE, CARTER"
513,HUNCH
514,LOCKHEED
515,ENCHANTRESS/AMORA/HE
516,GALACTUS/GALAN
517,ULTRON
518,PILEDRIVER II/BRIAN 
519,LIZARD/DR. CURTIS CO
520,DR. DOOM/VICTOR VON 
521,BULLDOZER/HENRY CAMP
522,IRON MAN IV/JAMES R.
523,CAPTAIN MARVEL II/MO
524,THUNDERBALL/DR. ELIO
525,LORELEI II/MELODI [A
526,SPIDER-WOMAN II/JULI
527,KLAW/ULYSSES KLAW
528,BYRRAH [ATLANTEAN]
529,"FREEMAN, DEREK"
530,MOONSTONE II/KARLA S
531,POWER MAN/ERIK JOSTE
532,BLACKOUT/MARCUS DANI
533,YELLOWJACKET II/RITA
534,FIXER II/PAUL NORBER
535,MISTER HYDE/CALVIN Z
536,HOBGOBLIN II/RODERIC
537,"THOMPSON, EUGENE FLA"
538,"LEEDS, BETTY BRANT"
539,FOREIGNER/RAFAEL BAS
540,MONGOOSE
541,"ROBERTSON, JOE"
542,"KINGSLEY, DANIEL"
543,BLACK MAMBA/TANYA SE
544,HILDY [ASGARDIAN]
545,FRIGGA
546,HELA [ASGARDIAN]
547,EITRI
548,"BERENGHETTI, MICHAEL"
549,SUZIE
550,QUILL
551,FLYING TIGER
552,ANGAR THE SCREAMER/D
553,SCREAMING MIMI/MELIS
554,NEKRA/ADRIENNE HATRO
555,EEL II/EDWARD LAVELL
556,BLASTAAR
557,MENTALLO
558,"KOSINSKI, HARLEY"
559,BLOODAXE/JACKIE LUKU
560,"RUIZ, RIGGER"
561,"STONE, LT. MARCUS"
562,SKOLL
563,"RASSITANO, MAD DOG"
564,"MARRERO, ED"
565,"FIELSTEIN, FIREWORKS"
566,"MAJOWSKI, SAM MOTHER"
567,STELLARIS/LEAH PRINC
568,"CARTER, PEGGY"
569,LYJA LAZERFIST [SKRU
570,SUPER-ANDROID F-4
571,HYDROMAN/MORRIE BENC
572,DREADKNIGHT/BRAM VEL
573,BROTHERS GRIMM II/BA
574,DEATHCRY [SHI'AR]
575,TRAPSTER/PETER PETRU
576,"SHARPE, ROSALINDE"
577,APOCALYPSE/EN SABAH 
578,"ROBERTSON, MARTHA"
579,GREEN GOBLIN/NORMAN 
580,DR. OCTOPUS II/CAROL
581,"HOWARD, PROFESSOR MA"
582,"STRYKER, WILLIS"
583,THENA
584,"VERMIN, LADY"
585,EXODUS/BENNET DUPARI
586,"BUCHOVITZ, STANLEY &"
587,"GATOR, LORD"
588,"RAM, SIR"
589,"TYGER, LORD"
590,HIGH EVOLUTIONARY/HE
591,HUMAN TORCH ANDROID/
592,BOVA
593,"DELPHIS, SIR"
594,ULIK
595,GEIRRODUR
596,"COLLINS, DEMITRIUS"
597,HESCAMAR/MARNOT [ASG
598,ENRAKT
599,"O'NEILL, DET. BRADY"
600,ORIKAL
601,"FAIRMONT, HANNAH"
602,"CASE, COL. PRESTON"
603,YMIR
604,KURSE/ALGRIM [ASGARD
605,BOUNTY II
606,"DUGAN, TIMOTHY ALOYI"
607,CROSSBONES/BROCK BIN
608,FIRELORD/PYREUS KRIL
609,TARAKIS
610,DESIGNATE/TARENE
611,JAGRFELM [ASGARDIAN]
612,MANGOG
613,RECORDER II
614,THANOS
615,"KINCAID, DR. KEITH"
616,"RYAN, THOMAS"
617,DIRTY WOLFF
618,CORSAIR
619,"ACHEBE, REVEREND DOC"
620,"RASPUTIN, LUCIFER"
621,CONSTRICTOR/FRANK PA
622,SILVERMANE/SILVIO MA
623,BATROC/GEORGES BATRO
624,"BATTLE, MONTGOMERY"
625,HAMMERHEAD
626,ARYAN
627,AXE/
628,KANGAROO II/
629,MO MONEY
630,OCCULT
631,"CARTER, SHARON"
632,"JACKSON, BRENT"
633,INFINITY II
634,NOVA II/FRANKIE RAYE
635,ANALYZER
636,GAEA
637,KRONOS
638,MAELSTROM/MALCOLM ST
639,DEATHURGE
640,ACBA
641,ARISHEM [CELESTIAL]
642,EGMA
643,ROMA
644,PHOBIUS
645,HELIO
646,EDDA
647,GRONK
648,GAMMENON [CELESTIAL]
649,OBLIVION
650,"ADAMS, NICOLE NIKKI"
651,OKOYE
652,"RICHMOND, DELROY"
653,"ROSS, EVERETT KENNET"
654,"MCPHAIL, NATALIE"
655,MALICE V/NAKIA
656,WHITE WOLF/HUNTER
657,ZURI
658,"LYNNE, MONICA"
659,"TORK, SGT."
660,RAMONDA
661,T'CHAKA
662,"RAKIM, SEN. KAMAL"
663,FIRESTAR/ANGELICA JO
664,"GAPON, DZHOKHAR"
665,"VINCENT, DANNY"
666,"TAYLOR, JACK"
667,"CLINTON, BILL"
668,JUSTICE II/VANCE AST
669,QUEEN DIVINE JUSTICE
670,"KILLMONGER, ERIC/N'J"
671,PREYY
672,TAKU
673,TRIATHLON/DELROY GAR
674,W'KABI
675,ACHILLES
676,HECTOR
677,ULYSSES
678,PROMETHEUS [OLYMPIAN
679,HERA/AUGUSTINE JONES
680,AGAMEMNON
681,AGAMEMNON III/
682,"MEER, MAX"
683,"RABIN, GRETTA"
684,DELPHI
685,PROMETHEUS II
686,RINGMASTER/MAYNARD T
687,DRACCHISS
688,"GUNTLY, DAVID"
689,THUNDERBOLT II/LUIS
690,"HAMMER, JUSTIN"
691,RINGER II
692,WHIPLASH/MARK SCARLO
693,BARRIER/
694,"ANDREWS, DARYL TROOP"
695,CINDER/
696,"MEDINA, ANALISA MARI"
697,"HOGARTH, JERYN"
698,ANIMATOR II/
699,"SHORR, JACQUELINE"
700,"BERENGHETTI, SUSAN"
701,FROST
702,PUNISHER II/FRANK CA
703,"STRIKER, SAM"
704,CASSIOPEIA
705,JASON
706,THOR II/ROGER RED NO
707,HOARFEN
708,SIINGARD
709,ACROBAT/CARL ZANTE
710,"EVANS, DORIS"
711,"BOUDREAUX, BELLA DON"
712,"SUMMERS, DEBORAH"
713,ADAM X
714,"SUMMERS, PHILIP"
715,LEGION II/DAVID HALL
716,MARVEL GIRL/JEAN GRE
717,BISHOP /
718,HAV-AK
719,"JELLA, PRIVATE"
720,CAPTAIN MARVEL III/G
721,MENTOR/ALARS [ETERNA
722,ERIC THE RED [SHI'AR
723,STARFOX/EROS
724,HELKOOKY
725,"BEL-DANN, GEN."
726,ELYSIUS
727,KLAER
728,"ADAMS, MARTHA"
729,"ADAMS, GEORGE"
730,STARSHINE II/BRANDY 
731,"LOCKLIN, GENERAL MER"
732,"ADAMS, CINDY"
733,FORGE
734,AMERICAN EAGLE III/J
735,GREMLIN/
736,SCANNER/SKERA
737,SEEKER/TARM
738,UNSEEN/UNAM
739,TRAPPER/VOLA
740,BREAKER/RAAK
741,"SNOW, CHARLIE"
742,"YIN, ANGELA"
743,"ADAMS, CONGRESSMAN H"
744,"URICH, BEN"
745,"ELLIS, KEN"
746,"HALL, MORGAN"
747,"GRANT, GLORIA GLORY"
748,TAURUS/CORNELIUS VAN
749,KRAVEN THE HUNTER II
750,JIOMO
751,"RAMOS, MANUEL"
752,NIGHTSHADE/TILDA
753,STILETTO
754,MORGAN
755,COCKROACH/
756,COTTONMOUTH II
757,BLACK GOLIATH/DR. WI
758,"ALRAUNE, MARLENE"
759,NIGHTMARE/EDVARD HAB
760,VIBRAXAS/N'KANO
761,D'WON
762,REJECT/RAN-SAK [DEVI
763,KRO [DEVIANT]
764,KARKAS [DEVIANT]
765,"LOGAN, WAYNE"
766,"ADAMSON, REBECCA"
767,GOLEM III
768,"ADAMSON, JASON"
769,KABALLA
770,"ROSEN, WALTER"
771,RAGE/ELVIN DARYL HAL
772,"FLORES, SHANICE"
773,ADMIRAL PROTOCOL/
774,"FLORES, DAHLIA"
775,NOVA/RICHARD RIDER
776,MARISSA (OF GENE-TEC
777,MATHEMANIC/THOMAS SO
778,NIGHT THRASHER/DUANE
779,CARDINAL/CLEMDENON
780,DARK
781,RIGHT
782,DRY
783,CUT
784,WRONG
785,SPARROW
786,SPROCKET
787,SPEEDBALL II/DARRION
788,LIGHT
789,GENERAL OBSIDIAN
790,LIGHTSPEED/JULIE POW
791,GEE/ALEX POWER
792,TURBO II (B)/MIKE JE
793,"POWER, DR. JIM"
794,HINDSIGHT LAD/CARLTO
795,COUNTERWEIGHT/JACK P
796,TURBO II (A)/MICHIKO
797,COUNTERWEIGHT II/KAT
798,"EXETER, LT."
799,GENERAL ADMISSION
800,BATAL/
801,HELIX/RAFAEL CARAGO
802,TIMESLIP/RINA PATEL
803,"DUNHAM, LAURA"
804,SPIDER-MAN CLONE/BEN
805,"BALDWIN, MADELYNE MA"
806,"POWER, MARGARET"
807,TRUTH II
808,VOLX
809,FRIDAY
810,SPEEDBALL/ROBBIE BAL
811,GARTHAN SAAL
812,NOVA-PRIME
813,MONOCLE
814,"MASTERS, ALICIA REIS"
815,"HARKNESS, AGATHA"
816,"JAMESON, COL. JOHN "
817,ADORA
818,PROTECTOR III/
819,DORREK [SKRULL]
820,COMET/HARRIS MOORE
821,CRIMEBUSTER/FRANK MO
822,DR. SUN
823,EMPRESS R'KILL [SKRU
824,POWERHOUSE/RIEG DAVA
825,SPHINX
826,"ARBOGAST, BAMBI"
827,"CLARK, JOHN"
828,"CLARK, SARAH"
829,"JONES, NELL"
830,"JONES, DANIEL DANNY"
831,"JONES, LORRAINE LORR"
832,"JONES, TAMMY ANNE"
833,"ZEDRAO, GENERAL"
834,SKUNGE
835,NEBULA
836,LEVAN
837,GUNTHAR II
838,"RIDER, CHARLES"
839,"RIDER, GLORIA"
840,KRAA
841,"RIDER, ROBERT ROBBIE"
842,MAXOV
843,THERA
844,"JONES, BART"
845,NOVA OMEGA/GARTHAN S
846,ADORA CLONE
847,PLANNER
848,MURDER
849,WARHEAD/GREGORY SLIV
850,DARKHAWK/CHRIS POWEL
851,STRANGLER
852,CLEA
853,ANCIENT ONE
854,DORMAMMU
855,ADRIA
856,DEMONICUS/DR. DOUGLA
857,"BLESSING, MORGANA"
858,"WOLFE, SARA"
859,PERRIKUS
860,"FAIRMONT, AMANDA MAN"
861,MAJESTON ZELIA
862,SEDNA
863,ADVA
864,"DIAMOND, CHUCKY"
865,HERMES [GREEK GOD]
866,ARES [GREEK GOD]
867,ATLAS III
868,PLUTO [OLYMPIAN]
869,ZEUS
870,TOKKOTS
871,REPLICUS
872,LONKARR
873,TSERRON
874,SLOTOTH
875,ADVENT/KYLE GROBE
876,MEXXA RIEN
877,NIELS
878,ADVERSARY
879,"FORRESTER, CAPT. ALE"
880,SHADOWCAT 2013
881,"SUMMERS, MADELYNE MA"
882,SCALPHUNTER
883,SCRAMBLER
884,HARPOON
885,LONGSHOT
886,POLARIS/LORNA DANE
887,ARCLIGHT/PHILLIPA SO
888,MALICE IV
889,VERTIGO II
890,NAZE
891,"MORRELL, SABRINA"
892,CRIMSON COMMANDO/FRA
893,DESTINY II/IRENE ADL
894,BLOB/FRED J. DUKES
895,"COOPER, DR. VALERIE"
896,AVALANCHE/DOMINIC PE
897,SUPER SABRE/MARTIN F
898,STONEWALL/LOUIS HAMI
899,PYRO/ALLERDYCE JOHNN
900,"WETHERELL, MANOLI"
901,"CONAN, NEAL"
902,SHARD
903,WILD CHILD/KYLE GIBN
904,BARRACUDA/
905,FIRESTRIKE/DALTON BE
906,"TRAYNOR, HARLEY"
907,BLACKWING/JOSEPH MAN
908,STRONGHOLD/
909,"ROLLINS, MRS."
910,WARBOW/
911,RIOT II/
912,AEGIS/TREY ROLLINS
913,BLACKWING II/
914,BOLT II/CHRIS BRADLE
915,CLOAK/TYRONE JOHNSON
916,BOOMERANG/FRED MYERS
917,"FUNARO, DONNA"
918,DAGGER/TANDY BOWEN
919,"SUTTON, JOHN"
920,GENECIDE
921,"LOWELL, DR."
922,ASHUR
923,LOBO III
924,SYNCH/EVERETT THOMAS
925,CHAMBER/JONOTHON STA
926,BIOHAZARD II/FLETCHE
927,"MUTO, JUNZO"
928,HIROMITSU
929,STEEL SERPENT
930,BANSHEE/SEAN CASSIDY
931,SKIN/ANGELO ESPINOSA
932,HUSK/PAIGE GUTHRIE
933,CRUCIBLE/BYRON CALLE
934,SLITHER
935,PARALYZER
936,METEORITE
937,DECIBEL
938,BERNIE
939,REANIMATOR/
940,"JAYE-FIRESTONE, GING"
941,"COOPER, ROGER CAPS"
942,BLIZZARD II/DONALD G
943,ATHENA [GREEK GOD]
944,AENTAROS
945,"CARMODY, MRS."
946,KEY/
947,"BERGER, PROF."
948,"CIRE, EYLA"
949,"HAMID, SHEIK"
950,AZAZEL
951,WALL/
952,"SHIRE, DR. RANDALL"
953,PRINCESS SANDELLA
954,SEMIJAN
955,GAUNT II
956,"MERRYWEATHER, IRENE"
957,CYANIDE JANE
